,Name,Dia Chi,Phone,Website,Province/City
359,Công Ty TNHH Dịch Vụ Vận Tải LV,"H92, Đường 55, Khu Dân Cư 586, P. Phú Thứ, Q. Cái Răng, TP. Cần Thơ",0913 636 777,,Cần Thơ
360,Công Ty TNHH TMDV Vận Tải Và Du Lịch Ánh Bình Minh,"223/2 KP. 1B, P. An Phú, TX. Thuận An, Tỉnh Bình Dương",0967 15 16 89,http://www.chothuexenhanh.vn,Bình Dương
361,Công Ty TNHH Vận Tải & Du Lịch Khánh Đại Nam,"25 Phong Bắc 2, P. Hòa Thọ Đông, Q. Cẩm Lệ, Tp. Đà Nẵng",(0511) 3785179,,Đà Nẵng
362,Công Ty CPTM Vận Tải Và Du Lịch Miền Bắc,"508 Ngọc Lâm, Long Biên, Tp. Hà Nội",(04) 66832310,http://xedulichmienbac.vn,Hà Nội
363,Công Ty TNHH Thuê Xe Sài Gòn,"Số 1603 Phạm Thế Hiển, P. 6, Q. 8, Tp. Hồ Chí Minh (TPHCM)",091 778 2929,https://thuexedulichsaigon.com.vn,Hồ Chí Minh
364,Công Ty TNHH Du Lịch Việt Thắng,"84/8 Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh (TPHCM)",0909081263,http://vietthangtravel.com/,Hồ Chí Minh
365,Công Ty Cổ Phần Đầu Tư Thương Mại Aloha Việt Nam,"Số 3 - 23/2 Ngõ 23 Cát Linh, Đống Đa, Hà Nội",(04) 38430616 ,http://chothuexehn.com,Hà Nội
366,Công Ty TNHH Thương Mại Du Lịch Mùa Hè Xanh,"8/10 Đường 27, Kha Vạn Cân, Khu Phố 5, P. Hiệp Bình Chánh. Q. Thủ Đức, Tp. Hồ Chí Minh","(08) 36027731, 36027732",http://dulichmuahexanh.com,Hồ Chí Minh
367,Du Lịch Vũ Bão,"H3 Trần Quang Diệu, Đà Lạt, Lâm Đồng",0913 736 893,http://chothuexedulichdalat.weebly.com,Lâm Đồng
368,Công Ty CPTM Vận Tải Và Du Lịch Hoàn Kiếm,"Số 2, Ngõ 69, Lê Văn Lương, Nhân Chính, Thanh Xuân, Hà Nội",(04) 35553599 ,http://hoankiemtransport.com,Hà Nội
369,Công Ty Cổ Phần Du Lịch Hoàng Gia,"800 Lạc Long Quân, P.9, Q.Tân Bình, Tp. Hồ Chí Minh",(08) 38618999,http://royaltourist.com.vn,Hồ Chí Minh
370,Công Ty TNHH Du Lịch Và Giải Trí Phú An,"912 Nơ 4B, Bán Đảo Linh Đàm, Q. Hoàng Mai, Hà Nội","(04) 36417686, ",http://livetravelcorp.com,Hà Nội
371,Công Ty CP Đầu Tư Thương Mại Và Dịch Vụ Du Lịch Trực Tuyến Việt Nam,"125 Khâm Thiên, Q. Đống Đa, Tp. Hà Nội",(04) 39264833,http://www.thuexeoto.vn,Hà Nội
372,Công Ty Cổ Phần AnhNguyenTour- Việt Nam,"8/27 Nguyễn Thiện Thuật, Nha Trang, Khánh Hòa",0908 898 475,http://anhnguyentournhatrang.com,Khánh Hòa
373,Công Ty Cổ Phần MAG,"Số 9, Ngách 1/36, Phan Đình Giót, Thanh Xuân, Hà Nội",0973888907,http://www.dulichgiaremag.com,Hà Nội
374,Công Ty TNHH Thương Mại Dịch Vụ Du Lịch Rồng Lửa Việt,"1/4E Nguyễn Hữu Tiến, P. Tây Thạnh, Q. Tân Phú ,Tp. Hồ Chí Minh",(08) 39617032,http://www.rongluaviet.com/,Hồ Chí Minh
375,Công Ty Cổ Phần Xây Dựng Thương Mại Và Du Lịch Khải Hoàn Phong,"732/14 Điện Biên Phủ, Q. Thanh Khê, TP. Đà Nẵng","(0511) 3759759, 3759659, 3759679",http://thuexedanang.vn,Đà Nẵng
376,Dịch Vụ Du Lịch Ngọc Quý,"280 An Dương Vương, Phường 3, Quận 5, Tp. Hồ Chí Minh",0917 853 438,http://chothuexedulich24h.net,Hồ Chí Minh
377,Công Ty TNHH Du Lịch Phúc Phát,"11B Đường Số 13, Khu Phố 4, P. Linh Xuân, Q. Thủ Đức, TP. Hồ Chí Minh (TPHCM)",0918.132.064,http://phucphattravel.com,Hồ Chí Minh
378,Công Ty Cổ Phần Thương Mại Và Du Lịch Siren,"29B Nguyễn Gia Thiều, Q. Hoàn Kiếm, Tp. Hà Nội",(04) 39428408,http://sirentours.com,Hà Nội
379,Công Ty TNHH Vận Tải Và Dịch Vụ Du Lịch Việt Nam,"Số Nhà 16, Ngách 41, Ngõ 195, Trần Cung, P. Cổ Nhuế 1, Q. Bắc Từ Liêm, Tp. Hà Nội  VPCN: 23A Hàng Hành, Hoàn Kiếm, Hà Nội",(04) 39382390. 091 235 8282,http://thuexe.hanoitransferservice.com,Hà Nội
380,Công Ty TNHH Hùng Kin,"38 Ngọc Hồi, P. Hòa Minh, Q. Liên Chiểu, Tp. Đà Nẵng","0914 222 029, 0914 177 125",http://thuexeotodanang.vn,Đà Nẵng
381,Công Ty Du Lịch Thắng Vinh,"Khu Đô Thị Sinh Thái Hòa Xuân, Q. Cẩm Lệ, Tp. Đà Nẵng",0935 595 857,,Đà Nẵng
382,Công Ty Cổ Phần Ali Thương Mại Và Dịch Vụ,"Phòng 2010, CT12A, Khu Đô Thị Kim Văn Kim Lũ, Tp. Hà Nội","(04) 22668866, 23240240",http://vinaholidays.com.vn,Hà Nội
383,Công Ty Cổ Phần Dịch Vụ Lữ Hành Gia Lai,"29 Lý Tự Trọng, Pleiku, Gia Lai",(059) 3875783,http://gialaitravel.com.vn,Gia Lai
384,Công Ty TNHH Dịch Vụ Tin Học Và Du Lịch Duy Long D.L,"56/49 Cây Trâm, P. 9, Q. Gò vấp, Tp. Hồ Chí Minh","(08) 38842785, 39210332",http://dulichduylong.vn,Hồ Chí Minh
385,Công Ty TNHH Đầu Tư Và Thương Mại Đức Vinh,"Số 52 Vũ Phạm Hàm, Trung Yên 1, Q. Cầu Giấy, Tp. Hà Nội",(04) 37246688,http://chothuexe.pro.vn,Hà Nội
386,Công Ty TNHH VC Du Lịch Thương Mại Trường Vũ,"911-917 Nguyễn Trãi, P14, Q5 Tp. Hồ Chí Minh","(08) 35059659, 35059660",http://www.truongvutour.com,Hồ Chí Minh
387,Công Ty TNHH Du Lịch Open,"52 Đông Du, Phường Bến Nghé, Quận 1, Tp. Hồ Chí Minh",(08) 73022888,http://thuexedulichtphcm.net,Hồ Chí Minh
388,Công Ty Như Ý,"11/34 Trần Quý Cáp, P. Thuận Lộc, Tp. Thừa Thiên-Huế",0913 923 252,http://xedulichhue.info/,Thừa Thiên-Huế
389,Công Ty TNHH Ngọc Thuận Phong,"356 Lãnh Binh Thăng, P. 11, Q. 11, Tp. Hồ Chí Minh","(08) 39628896, 39628896",http://chothuexedulichthuanphongtphcm.com,Hồ Chí Minh
390,Công Ty TNHH Thương Mại Dịch Vụ Hai Đô,"36/18A Xô Viết Nghệ Tĩnh, P. Thắng Tam, TP. Vũng Tàu, Bà Rịa-Vũng Tàu",(064) 3574856,http://haido.com.vn,Bà Rịa-Vũng Tàu
391,Công Ty TNHH Du Lịch Và Thương Mại Phú Bảo Khang,"39 Nguyễn Thượng Hiền, P. 5, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM)","(028) 35150208, 35153697, 0908.440.093",http://pbktravel.com.vn,Hồ Chí Minh
392,Công Ty TNHH Thương Mại Dịch Vụ Quốc Tế Âu Mỹ,"19 Lý Tuệ, Phường Tân Quý, Quận Tân Phú, Tp. Hồ Chí Minh (TPHCM)","(028) 3991 8591, 0911 812 900",https://aumytravel.com,Hồ Chí Minh
393,Công Ty TNHH Thương Mại Dịch Vụ Daily Travel,"Khu Phố Thị Trấn Hoà Vinh, Huyện Đồng Hoà, Tỉnh Phú Yên, Tp. Hồ Chí Minh","0982 015 701, 01643 834 069",http://dailytravelvietnam.com,Hồ Chí Minh
394,Công Ty TNHH DV Du Lịch Tuấn Dung,"Số 458, Đ. Trần Cao Vân, P. Xuân Hà, Quận Thanh Khê, TP Đà Nẵng",(0236) 3710007 - 0905 330 085,http://tuandungtour.com,Đà Nẵng
395,Công Ty TNHH Du Lịch Nha Trang Today,45B Vân Đồn - Nha Trang - Khánh Hoà,0938511948,https://www.nhatrangtoday.vn/,45B Vân Đồn - Nha Trang - Khánh Hoà
396,Công Ty TNHH Du Lịch Và Thương Mại Tường Ánh,"162B, Đường Minh Lan, Phường Cát Tiên, Tp. Việt Trì, Phú Thọ","(0210) 3844844, 3500444, 0913 389 555",http://www.daiduongtourism.com.vn,Phú Thọ
397,Công Ty TNHH Thương Mại Dịch Vụ Ô Tô Minh Toàn,"351 Đại Lộ Bình Dương, TT. An Thạnh, H. Thuận An, Bình Dương","(0274) 3748728, 3744696",,Bình Dương
398,Công Ty TNHH Thương Mại Xây Dựng Và Dịch Vụ Du Lịch Nhật Quang,"Số 5, Ngách 82/186, Phố Kim Mã, P. Kim Mã, Q. Ba Đình, TP Hà Nội (TPHN)","(024) 38465587, 39172171, 0948 586 888",,Hà Nội
399,Công Ty TNHH Một Thành Viên Thương Mại Và Du Lịch Don Nghi,"205/17 Bùi Viện, Phường Phạm Ngũ Lão, Quận 1, Tp. Hồ Chí Minh","0913 770 018, 0946 166 966",http://donnghitravel.com,Hồ Chí Minh
400,Công Ty TNHH MTV Sản Xuất Dịch Vụ Du Lịch Gia Khang,"334 Tân Thới Hiệp 22, KP. 3, P. Tân Thới Hiệp, Q. 12, Tp. Hồ Chí Minh",(08) 37179416,http://chothuexegiakhang.net,Hồ Chí Minh
401,Công Ty Dịch Vụ Cho Thuê Xe Tự Lái Kim,"C7C, Phạm Hùng, Xã Bình Hưng, Huyện Bình Chánh Tp. Hồ Chí Minh (TPHCM)","0914 066 895, 0943 961 311",http://thuexetulaidoimoi.com,Hồ Chí Minh
402,Công Ty Du Lịch BIG Đà Nẵng,"K59 Lê Hữu Trác, Sơn Trà, Tp. Đà Nẵng",0971 953 195,http://traveladvisorinternet.com,Đà Nẵng
403,Công Ty TNHH Xây Lắp Và Dịch Vụ Thương Mại Du Lịch Bằng Giang,"Đội 4, Đông Khê, X. Đan Phượng, H. Đan Phượng, Hà Nội",0983 950 921,http://www.banggiangtravel.com,Hà Nội
404,Công Ty TNHH TM Và Du Lịch Quốc Tế Kenvin Việt Nam,"Số 11 Hàng Rươi, Phường Hàng Mã, Quận Hoàn Kiếm, Tp Hà Nội (TPHN) /  Chung Cư 8X Đầm Sen Số 75 Tô Hiệu, Quận Tân Phú, Tp Hồ Chí Minh (TPHCM)",0981 001 129,https://kenvintravel.com.vn/,Hồ Chí Minh
405,Công Ty TNHH MTV Thương Mại Dịch Vụ Du Lịch Hạ Linh,"324, Cách Mạng Tháng Tám, Phường Bùi Hữu Nghĩa, Quận Bình Thuỷ, TP. Cần Thơ",0949 358 585,,Cần Thơ
406,Công Ty TNHH Sản Xuất Thương Mại Dịch Vụ Nguyễn Cường,"593 ấp Ngũ Phúc,Quốc Lộ 1A, X. Hố Nai 3, H. Trảng Bom, Đồng Nai",(0251) 3982022,,Đồng Nai
407,Công Ty TNHH Một Thành Viên Du Lịch - Dịch Vụ Bến Thành Tourist,"145 Thống Nhất, P. Bình Thọ, Thủy Đức, Tp. Hồ Chí Minh (TPHCM)",(028) 37228855,http://benthanhtourist.com,Hồ Chí Minh
408,Công Ty TNHH MTV Dịch Vụ Vận Tải Việt & Nhật,"189/31 Đường Đặng Văn Bi, Q. Thủ Đức, Tp. Hồ Chí Minh",0903 180 956,,Hồ Chí Minh
409,Công Ty TNHH Dịch Vụ Du Lịch Huyền Thoại Việt,"292/17 Bình Lợi, P. 13, Q. Bình Thạnh, Tp. Hồ Chí Minh",(08) 35531055,http://vietnamlegendtravel.com,Hồ Chí Minh
410,Công Ty TNHH Vận Tải Và Thương Mại Thiên Thanh,"517 Đường Ngô Gia Tự, P. Đức Giang, Q. Long Biên, Hà Nội",(04) 22172662,http://www.thuexethienthanh.com,Hà Nội
411,Công Ty TNHH MTV HPT Car Family,"Số 6 Đường Số 4, P. Bình An, Q. 2, TP. Hồ Chí Minh",(08) 62744777,http://hptcarrental.com,Hồ Chí Minh
412,Công Ty TNHH Dịch Vụ LHQT Việt Picnic,"589 Lạc Long Quân, Phường 10, Quận Tân Bình, Tp. Hồ Chí Minh",(08) 73020268,http://vietpicnic.vn,Hồ Chí Minh
413,Công Ty TNHH Thương Mại Du Lịch Hưng Quyên,"16 Vũ Trọng Hoàng, Q. Cẩm Lệ, Tp. Đà Nẵng",(0511) 3661955,,Đà Nẵng
414,Công Ty TNHH Vận Tải Và Du Lịch Minh Đức,"Số 9, Ngõ 1/267, Đường Hồ Tùng Mậu, Phường Cầu Diễn, Quận Nam Từ Liêm, TP Hà Nội (TPHN)","098 337 2885,  0966 678 983",https://www.xedulichminhduc.com.vn,Hà Nội
415,Công Ty TNHH Thương Mại Dịch Vụ Vận Chuyển Thành Đạt,"16/16 Kỳ Đồng, P. 9, Q. 3, Tp. Hồ Chí Minh",(08) 39317760,http://thanhdatco.com.vn,Hồ Chí Minh
416,Công Ty Cổ Phần Đầu Tư Và Du Lịch Vận Tải Tây Đô,"Số 4, Lô 1, KDT Đền Lừ II, P. Hoàng Văn Thụ, Q. Hoàng Mai, TP Hà Nội (TPHN)","(024) 3656565, 0904 52 60 60",http://taydotravel.com.vn,Hà Nội
417,Công Ty TNHH Du Lịch Ngũ Hành Sơn,"06 Tiên Sơn, Quận Hải Châu, Tp. Đà Nẵng",0935 002 519,,Đà Nẵng
418,Công Ty TNHH Thiên Đường Travel,"41 Phạm Ngọc Thạch, Vĩnh Hải, Nha Trang, Khánh Hòa",0163 6377 077,http://thienduongtour.com,Khánh Hòa
419,Công Ty TNHH Thương Mại Dịch Vụ Du Lịch Lê Trần 312,"957 A Lac Long Quan St., Ward 11, Tan Binh Dist., HCM City",(08) 39717712,,HCM City
420,Công Ty TNHH TM Dịch Vụ Hành Trang,"287 Khuông Việt, Phường Phú Trung, Quận Tân Phú, Tp. Hồ Chí Minh","0908 456 196, 0902 488 990",http://hanhtrangtravel.com,Hồ Chí Minh
421, Công Ty TNHH Thương Mại Tiếp Thị Dịch Vụ Du Lịch Nam Phương (Thương Hiệu NP TOUR),"58C Hoàng Hoa Thám, P. 7, Q. Bình Thạnh, Tp. Hồ Chí Minh"," (08) 35511820,", http://www.namphuongtourist.com,Hồ Chí Minh
422,Công Ty TNHH Du Lịch Đặng Phúc,"E4/125A, Ấp 5, X. Đa Phước, H. Bình Chánh, Tp. Hồ Chí Minh",0932 010 533,,Hồ Chí Minh
423,Công Ty TNHH Tiếp Vận Toàn Thắng,"Số 100, Ngõ 545 Phố Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Thành phố Hà Nội",0912 103 556,,Hà Nội
424,Công Ty TNHH Du Lịch Dịch Vụ Thương Mại Điện Tử Hà Nội,"Phòng 624B, Trung Tâm Thương Mại Đường Sắt, 142 Lê Duẩn, P. Khâm Thiên, Q. Đống Đa, Hà Nội",(024) 35187153,http://hanoietoco.com/,Hà Nội
425,Công Ty TNHH Gki Việt Nam,"Phòng 502, Tòa Nhà Hòa Bình, KĐTM Vĩnh Hoàng  Quận Hoàng Mai, Tp. Hà Nội",(04) 35625799,,Hà Nội
426,Công Ty TNHH Vận Chuyển Khách Du Lịch Phi Long,"17/2A Lê Thánh Tôn, P. Bến Nghé, Q. 1, Tp. Hồ Chí Minh","(08) 38220767, 38293210, 38220766",http://philong-rentacar.com,Hồ Chí Minh
427,Công Ty TNHH Thông Tin Du Lịch Việt Nam,"Phòng 301 607-609 Nguyễn Kiệm P. 9, Q. Phú Nhuận Tp. Hồ Chí Minh",(08) 39951884,http://www.car4rent.net,Hồ Chí Minh
428,Công Ty Cổ Phần Du Lịch Và Truyền Thông Thủ Đức,"1446/2A Nguyễn Duy Trinh, P. Long Trường, Tp. Thủ Đức, Tp Hồ Chí Minh (TPHCM)",0919 637 392,https://dulichthuduc.com.vn,Hồ Chí Minh
429,Công Ty TNHH MTV Cho Thuê Xe Tự Lái,"85/56 Phạm Ngũ Lão, P. Thới Bình, TP. Cần Thơ",0947 575 751,,Cần Thơ
430,Công Ty TNHH MTV Đinh Quỳnh Giang,"16/4 Hoàng Việt, P. 4, Q. Tân Bình, Tp. Hồ Chí Minh","(08) 38449857, 38115794",http://www.quynhgianghotel.com.vn,Hồ Chí Minh
431,Chi Nhánh Công Ty Cổ Phần Đầu Tư Du Lịch Hà Nội Tại Hải Phòng,"Số 113 Tôn Đức Thắng, Trần Nguyên Hãn, Lê Chân, Hải Phòng",0899.909.920,https://dulichhaiphong.com.vn/,Hải Phòng
432,Doanh Nghiệp Tư Nhân Du Lịch Thanh Sơn,Doanh Nghiệp Tư Nhân Du Lịch Thanh Sơn,(077) 3991777,http://dulichthanhson.com,Doanh Nghiệp Tư Nhân Du Lịch Thanh Sơn
433,Công Ty TNHH Sản Xuất Thương Mại Và Vận Chuyển An An,"266/7 Hoàng Văn Thụ, P. 4, Q. Tân Bình, Tp. Hồ Chí Minh",(08) 38463944,http://xedulichxehoa.com,Hồ Chí Minh
434,Công Ty TNHH Mioto Việt Nam,"305/4 Lê Văn Sỹ, P. 1, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM)",(028) 22538937,https://www.mioto.vn,Hồ Chí Minh
435,Công Ty TNHH Thương Mại Và Du Lịch Kỳ Việt,"Số nhà 80, đường Phú Lương, Tổ dân phố 12, Phường Phú Lương, Quận Hà Đông, Tp Hà Nội (TP HN)",(024) 32424670 / 0972578692,https://tady.asia/,Hà Nội
436,Công Ty TNHH Hoàng Gia Thịnh,"778 Quốc Lộ 1A, KP 4, P. An Phú Đông, Quận 12, Tp. Hồ Chí Minh (TPHCM)",(028) 66800456,https://thuexeviphoanggia.com,Hồ Chí Minh
437,Công Ty TNHH Xây Dựng Thương Mại Á Châu,"791 Tạ Quang Bửu, P. 5, Q. 8, TP. Hồ Chí Minh",(08) 38569865,http://chothuexecity.com,Hồ Chí Minh
438,Công Ty TNHH Du Lịch Anh Định,"Số 5, Tổ 50, P. Nghĩa Tân, Q. Cầu Giấy, Tp Hà Nội (TPHN)",(024) 38362128,http://anhdinhtravel.com/,Hà Nội
439,Công Ty Du Lịch Newland,"Phòng 1202a, Tòa Nhà HH2 Bắc Hà, P. Tố Hữu, Đ. Lê Văn Lương Kéo Dài",(04) 35353636,http://flytime.vn,Đ. Lê Văn Lương Kéo Dài
440,Công Ty TNHH Du Lịch Dấu Ấn - ANI Travel,"Số 09, Ngõ 08, Liễu Giai, Ba Đình, Hà Nội",(04) 62630333,http://chothuexeani.com,Hà Nội
441,Du lịch Đà Nẵng Open Tour - Công Ty TNHH MTV Dịch Vụ Du Lịch Đà Nẵng Open Tour,"39 Cao Lỗ, Mân Thái, Sơn Trà, Đà Nẵng",0236.3996 877,https://danangopentour.vn,Đà Nẵng
442,Công Ty TNHH Thương Mại Dịch Vụ Du Lịch Vận Tải Tấn Thành,"924 Võ Văn Kiệt, Phường 5, Quận 5, TP. Hồ Chí Minh",0938 833 100,http://chothuexehoitulai.com.vn,Hồ Chí Minh
443,Công Ty TNHH Du Lịch Tùng Vân,"Tổ 2, khu 9A, Bãi Cháy, Hạ Long, Quảng Ninh","01224562668, 09", http://halongtungvancruise.com,Quảng Ninh
444,Công Ty Du Lịch Hòa Thảo,"Số 30 Hà Chương, Phường Phước Mỹ, Quận Sơn Trà, Tp. Đà Nẵng",(08) 98167267,,Đà Nẵng
445,Công Ty TNHH Đầu Tư Phát Triển Và Vận Tải Minh Anh,"Số 55, phố Lương Khánh Thiện, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",0985746116,https://vantaiminhanh.com,Hà Nội
446,Công Ty Cổ Phần Thương Mại Và Dịch Vụ D2N,"59B Lương Khánh Thiện, P. Tương Mai, Q. Hoàng Mai, TP Hà Nội (TPHN)","(024) 66506680, 66506680, 0904 066 465",,Hà Nội
447,Dịch Vụ Cho Thuê Xe Du Lịch HCM,"482 Điện Biên Phủ, P. 11, Q. 10, Tp. Hồ Chí Minh",(08) 66819666,http://thuexehm.net/,Hồ Chí Minh
448,Công Ty TNHH Khách Sạn Du Lịch Kỳ Quan Việt,"Số 6, hẻm 58 ngách 11/76, ngõ 52 phố Gia Quất, P.Thượng Thanh, Q.Long Biên, Tp.Hà Nội (TPHN)",(024) 66828597 - 0933585351,https://kyquanviet.vn,Hà Nội
449,Công ty Cổ phần xây dựng và du lịch Minh Anh,số 10 tổ dân phố 3 - Phường Phú Đô - Quận Nam Từ Liêm - Hà Nội,(04) 32979139,http://www.dietchuotcontrung.net/,Hà Nội
450,Công Ty TNHH Thương Mại Dịch Vụ Vận Tải  Du Lịch Lan Hương,"349/177 Lê Đại Hành, P. 13, Q. 11, Tp. Hồ Chí Minh","(08) 39628788, 38580293",,Hồ Chí Minh
451,Dịch Vụ Du Lịch Lượng Sâm,"156/2 Hoàng Văn Thụ, Liên Nghĩa, Đức Trọng, Lâm Đồng",(063) 3647088,,Lâm Đồng
452,Công Ty TNHH TM DV Phú Bình Dương,"323/E, Tổ 6, KP. 5, P. Uyên Hưng, TX. Tân Uyên, Bình Dương",0941 500 500,http://phubinhduong.com,Bình Dương
453,Công Ty TNHH Du Lịch Vận Tải Ngọc Minh,"Số 25 ngõ 31, phố Doãn Kế Thiện, Phường Mai Dịch, Quận Cầu Giấy, Tp.Hà Nội (TPHN)",0967279998,http://thuexeotongocminh.com,Hà Nội
454,Công Ty TNHH Lumina Việt Nam,"Số 1B, Cửa Đông, Quận Hoàn Kiếm, TP Hà Nội (TPHN)",0976 303 436,http://xeotohanoi.com,Hà Nội
455,Công Ty TNHH Bali Limousine,"Số 15A, Thái Thị Nhạn, Phường 10, Quận Tân Bình, Tp. Hồ Chí Minh (TPHCM)","(028) 39749749, 0939 550 855",https://bali.limo,Hồ Chí Minh
456,Công Ty Cho Thuê Xe Giá Rẻ Tại Hà Nội,"Tòa Nhà Star OceanBank, Khu Trung Hòa Nhân Chính, Tp. Hà Nội",0163.841.8888,http://chothuexegiarehanoi.com,Hà Nội
457,Công ty TNHH Thương Mại và Dịch Vụ Vịnh Nha Trang,"154 Trần Qúy Cáp, TP nha Trang, Tỉnh Khánh Hòa",(0258) 3500190 - 0911951879,http://giavevinpearl.com,Khánh Hòa
458,Hợp Tác Xã Vận Tải Du Lịch Trường Thành,"404 Hoàng Diệu, TP. Buôn Ma Thuột, Đắc Lắc","(050) 3601601, 0913 496 682",http://www.vantaitruonghanh.com/,Đắc Lắc
459,Công Ty TNHH Thương Mại Du Lịch Khải Quang,"630 - 632 Ngô Quyền, Q. Sơn Trà, Tp. Đà Nẵng",(0511) 3937744,http://khaiquangtravel.com,Đà Nẵng
460,Công Ty TNHH Giao Nhận Vận Chuyển Vina Rental,"Số 29 Vũ Tông Phan, Khu Phố 5, Phường An Phú, Quận 2, Tp. Hồ Chí Minh (TPHCM)","(028) 62818022,  0928 626 668",https://viren.vn,Hồ Chí Minh
461,Công Ty TNHH Thương Mại Và DV Du Lịch MP,"70 Phạm Ngọc Thạch, P. 6, Q. 3, Tp. Hồ Chí Minh (TPHCM)",0909 335 385,http://mptourco.vn,Hồ Chí Minh
462,Dịch Vụ Cho Thuê Xe Du Lịch Minh Đạt,"24 Khu Phố 6, Nguyễn ảnh Thủ, P. Hiệp Thành, Q. 12, Tp. Hồ Chí Minh",0909 173 458,,Hồ Chí Minh
463,Dịch Vụ Cho Thuê Xe Hùng,"132/42 Đường Hùng Vương, P. Ninh Kiều, TP. Cần Thơ",(071) 3810267,,Cần Thơ
464,Công Ty Cổ Phần Hà Nội TSC,"Phòng 503, 147 Nguyễn Văn Cừ, P. Ngọc Lâm, Q. Long Biên, Hà Nội",(04) 38779977,http://xedulich.vn/,Hà Nội
465,Công Ty TNHH MTV TMDV Viễn Thông Lưu An,"Ngã 3 cây Điệp, Đường Lê Hồng Phong, Phường Tân Đông Hiệp, TX Dĩ An, Bình Dương",(0650) 6545454,,Bình Dương
466,Công Ty TNHH MTV Thương Mại Dịch Vụ Tú Toàn Tiến,"Đường DT7/43, Khu Phố Chiêu Liêu, P. Tân Đông Hiệp, TX. Dĩ An, Bình Dương",0937 554 454,,Bình Dương
467,Công Ty TNHH Dịch Vụ Du Lịch Thương Mại & Vận Tải Đa Bảo,"K288 Hùng Vương, Q. Hải Châu, Tp. Đà Nẵng",(0511) 3751328,,Đà Nẵng
468,Công Ty TNHH Thương Mại Dịch Vụ Vận Tải Du Lịch Tất Thành Đạt,"Số 25/B1, Đường Trung Mỹ Tây 2A, KP. 2, P. Trung Mỹ Tây, Q. 12, Tp. Hồ Chí Minh",(028) 62522646,,Hồ Chí Minh
469,Công Ty Cổ Phần Thương Mại Dịch Vụ Châu Âu Luxury,"22D3 Đinh Bộ Lĩnh, P. 26, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM)","(028) 35114471, 35114477,  0918 176 999",https://thuexechauau.com,Hồ Chí Minh
470,Công Ty TNHH Vận Tải Và Du Lịch Đức Vinh,"Số 52 Vũ Phạm Hàm, Trung Yên 1, Q. Cầu Giấy, TP Hà Nội (TPHN)","(024) 37246688,  0912 206 287",http://chothuexe.pro.vn,Hà Nội
471,Công Ty TNHH Thương Mại Và Du Lịch Á Châu Nha Trang,"Lô NV-10-16 KĐT Phước Long, P.Phước Long, TP Nha Trang, Khánh Hòa",034 8888 789,https://thuexenhatrang.vn,Khánh Hòa
472,Công Ty TNHH MTV Dịch Vụ Du Lịch Phước Thông,"95 Bắc Đầu, Tp. Đà Nẵng",(0511) 3.705192,,Đà Nẵng
473,Công ty TNHH Litchee Travel,"9 Tổ 20 Bắc Lãm, Phú Lương, Hà Đông, Tp.Hà Nội (TPHN)",0915338688,https://litcheetravel.com,Hà Nội
474,Doanh Nghiệp Tư Nhân Vy Vy,"573A Phan Văn Trị, P. 5, Q. Gò Vấp, Tp. Hồ Chí Minh (TPHCM)","(028) 39852278, 0938 787 787",http://vyvytravel.com,Hồ Chí Minh
475,Công Ty TNHH MTV Dịch Vụ Vận Tải Kim Vũ,"236k Lê Văn Sỹ, Phường 1, Q. Tân Bình, Tp. Hồ Chí Minh",0933 048 841,,Hồ Chí Minh
476,Công Ty TNHH Thương Mại Và Đầu Tư Du Lịch Trang Long,"Số 271 Đường Hoàng Công Chất, P. Phú Diễn, Q. Bắc Từ Liêm, Tp Hà Nội (TP.HN)",(024) 37631361,http://www.tranglongchothuexe.com,Hà Nội
477,Công Ty TNHH MTV Banaway Travel,"48 Hà Thị Thân, Quận Sơn Trà, TP. Đà Nẵng",0901 619 639 - 0867 619 639,https://taxisieuredanang.com,Đà Nẵng
478,Công Ty TNHH Tây Nam Kim Đô,"14 Trần Não, P. Bình An, Q. 2, Tp. Hồ Chí Minh (TPHCM)",(028) 37406128,http://www.taynamkimdo.com,Hồ Chí Minh
479,Công Ty Dịch Vụ Du Lịch Chí Tâm,"67 Bùi Thị Xuân, P. 2, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM)",(028) 39911006,http://dulichchitam.com,Hồ Chí Minh
480,Du Lịch Nguyễn Quí,"56/14 Đường Đỗ Tấn Phong, P. Tân Đông Hiệp, Dĩ An, Bình Dương","0915 533 088, 0917 215 988",,Bình Dương
481,Công Ty TNHH Vận Tải Và Du Lịch Xe Sài Gòn,"104 Bùi Đình Tuý, P.12, Quận Bình Thạnh, Tp Hồ Chí Minh (TPHCM)","0826204060, 0357051457",https://xesaigon.vn/,Hồ Chí Minh
482,Công Ty Thuê xe Đà Nẵng 365,"Số 223, H18/9, Trường Chinh, Q. Thanh Khê, Tp. Đà Nẵng","(0236) 2660806, 0935 214 222",http://thuexedanang365.com,Đà Nẵng
