,Name,Nganh,Khu vuc,Dia Chi,Phone
700,Công Ty TNHH YazaKi Eds Việt Nam,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Bình Dương,"Khu Phố Thống Nhất 1, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",(0274) 3752590                                 
701,Chi Nhánh Công Ty TNHH Phụ Tùng Ô Tô Sài Gòn,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"9 Huỳnh Thúc Kháng, Q. Đống Đa, Hà Nội",(024) 37763584                                
702,Gamma - Công Ty Cổ Phần Kỹ Nghệ Gamma,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Tầng9, 299 Tòa Nhà CTM,Cầu Giấy, Q. Cầu Giấy, Hà Nội",(024) 22201688                                
703,Sanyo Seisakusho (Việt Nam) - Công Ty TNHH Sanyo Seisakusho (Việt Nam),"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"Khu Chế Xuất Tân Thuận, Đường Số 19, P. Tân Thuận Đông, Q. 7, Tp. Hồ Chí Minh (TPHCM)",(028) 37700689                                
704,Cửa Hàng Liêm Tuyết,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"20 Phó Đức Chính, P. Nguyễn Thái Bình, Q. 1, Tp. Hồ Chí Minh (TPHCM)",(028) 38211730                                
705,Sao Mai M.S - Công Ty Cổ Phần Sao Mai M.S,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"233 Nguyễn Công Trứ, P. Nguyễn Thái Bình, Q. 1, Tp. Hồ Chí Minh (TPHCM)",(028) 39143662                                
706,Cửa Hàng Thuận Thành Phụ Tùng Ô Tô,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"16 Thái Phiên, P. 16, Q. 11, Tp. Hồ Chí Minh (TPHCM)",(028) 39603586                                
707,Công Ty Lục Nhân Hữu Hạn Điện Cơ,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Đồng Nai,"Khu Công Nghiệp Hố Nai, Lô 9-11,H. Trảng Bom, Đồng Nai",(0251) 3984211                                 
708,Cơ Sở Phú hữu 2,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"364 Hồng Bàng, P. 16, Q. 11, Tp. Hồ Chí Minh (TPHCM)",(028) 39693924                                
709,Sao Việt - Công Ty TNHH Thương Mại & Phát Triển Sao Việt,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"18 Ngõ 205,Giải Phóng, P. Đồng Tâm, Q. Hai Bà Trưng, Hà Nội",(024) 39169375                                
710,Cơ Sở Đức Gia Công Inox,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"301-303 An Dương Vương, P. 3, Q. 5, Tp. Hồ Chí Minh (TPHCM)",(028) 38358169                                
711,Cửa Hàng Thái An Vỏ Ruột Xe Ô Tô,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"111/2 Quốc Lộ 1A, P. Thanh Xuân, Q. 12, Tp. Hồ Chí Minh (TPHCM)",(028) 37169037                                
712,Doanh Nghiệp Tư Nhân Chi Đức,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Đồng Nai,"433 Tổ 1,Khu Phố 5, P. Long Bình, Tp. Biên Hòa, Đồng Nai",(0251) 3995009                                 
713,Đại Lợi - Công Ty TNHH Thương Mại Đại Lợi,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"2 Lãnh Binh Thăng, P. 13, Q. 11, Tp. Hồ Chí Minh (TPHCM)",(028) 39620094                                
714,Cửu Long Giang - Công Ty Cổ Phần Ô Tô Cửu Long Giang,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"18 Phan Văn Trị, P. 10, Q. Gò Vấp, Tp. Hồ Chí Minh (TPHCM)",(028) 39210389                                
715,Toàn Thắng - Công Ty TNHH Ô Tô Toàn Thắng,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"284/7/1 Lý Thường Kiệt, P. 14, Q. 5, Tp. Hồ Chí Minh (TPHCM)",(028) 62647582                                
716,Tt Giải Phóng Kinh Doanh Ô Tô-Cty Cổ Phần Cơ Điện Việt Nam,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"1608/3A Quốc Lộ 1A, P. An Phú Đông, Q. 12, Tp. Hồ Chí Minh (TPHCM)",(028) 37196116                                
717,Công Ty TNHH MTV Cơ Khí,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Thái Nguyên,"Tổ 10, P. Mỏ Chè, Tx. Sông Công, Thái Nguyên",(0208) 2212220                                 
718,Cửa Hàng Tài Phụ Tùng Ô Tô,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"511 Điện Biên Phủ, P. 25, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM)",(028) 38035192                                
719,Bắc Hà - Công Ty TNHH Thương Mại Tổng Hợp Bắc Hà,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"184 Trần Quang Khải, Q. Hoàn Kiếm, Hà Nội",(024) 39347675                                
720,Bảo Minh - Công Ty Cổ Phần Đầu Tư & Xây Dựng Bảo Minh,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"12 Ngách Hồ Hàm Long, Ngõ 1,Âu Cơ, P. Quảng An, Q. Tây Hồ, Hà Nội",(024) 39365325                                
721,Việt Xuân - Công Ty TNHH Đầu Tư & Phát Triển Việt Xuân,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"1B Yên Thế, Q. Đống Đa, Hà Nội",(024) 38431169                                
722,Doanh Nghiệp Tư Nhân Châu Huy,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Đà Nẵng,"233 Nguyễn Chí Thanh, Q. Hải Châu, Tp. Đà Nẵng",(0236) 2461207                                 
723,Cửu Long Giang - Công Ty Cổ Phần Ô Tô Cửu Long Giang,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"18 Phan Văn Trị, P. 10, Q. Gò Vấp, Tp. Hồ Chí Minh (TPHCM)",(028) 39210389                                
724,Công Ty TNHH Đại Minh,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"491B Nguyễn Văn Cừ, Q. Long Biên, Hà Nội",(024) 38735945                                
725,Doanh Nghiệp Tư Nhân D & C,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Đà Nẵng,"515 Nguyễn Lương Bằng, Q. Liên Chiểu, Tp. Đà Nẵng",(0236) 3770670                                 
726,Vân Vũ - Công Ty TNHH Vân Vũ,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"52 Vũ Huy Tấn, P. 3, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM)",(028) 35173650                                
727,Công Ty TNHH Thương Mại Và Dịch Vụ Thiên Trường An,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"KCN Lai Xá, Kim Chung, Hòa Đức, Hà Nội",(024) 33662566                                
728,Hoàng Hà - Công Ty TNHH Một Thành Viên Thương Mại Dịch Vụ Ô Tô Hoàng Hà,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"335A Trần Bình Trọng, P. 4, Q. 5, Tp. Hồ Chí Minh (TPHCM)",(028) 38306539                                
729,Duy Linh - Công Ty TNHH Thương Mại Dịch Vụ Duy Linh,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"797-799 Giải Phóng, Q. Hoàng Mai, Hà Nội",(024) 36642917                                
730,ý Nhật - Công Ty TNHH Ô Tô Xe Máy ý Nhật,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Bình Dương,"893 Đại Lộ Bình Dương, X. Tương Bình Hiệp, TX. Thủ Dầu Một, Bình Dương",(0274) 3864418                                 
731,Doanh Nghiệp Tư Nhân Việt Nhật,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Bình Dương,"10/8 Phố Đồng An, P. Bình Hòa, TX. Thuận An, Bình Dương",(0274) 3783071                                 
732,Công Ty TNHH Hồng Phong,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Số 162 Đường Tựu Liệt, Thanh Trì, Hà Nội",(024) 36870530                                
733,Hồng Cường - Công Ty TNHH Thương Mại Dịch Vụ & XNK Mâm Đúc Hồng Cường,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"104B Lý Thái Tổ, P. 1, Q. 10, Tp. Hồ Chí Minh (TPHCM)",(028) 38303493                                
734,Cửa Hàng Minh Trí Phụ Tùng Ô Tô,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"186 Quốc Lộ 13, P. 25, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM)",(028) 62948929                                
735,Cửa Hàng Cường Thanh Vỏ Ruột Xe,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"269 Lạc Long Quân, P. 3, Q. 11, Tp. Hồ Chí Minh (TPHCM)",(028) 39634849                                
736,Gia Nguyễn - Công Ty TNHH Gia Nguyễn,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hải Phòng,"Khu 6,TT. Quán Toan, Q. Hồng Bàng, Tp. Hải Phòng",(0225) 3850243                                 
737,Gia Long - Công Ty TNHH Thương Mại Gia Long,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Thái Hà, D 103 Vật Liệu Điện, Q. Đống Đa, Hà Nội",(024) 38562315                                
738,Kim Minh Quang - Công Ty TNHH Kim Minh Quang,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"144 Cộng Hòa, P. 12, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM)",(028) 62936546                                
739,Doanh Nghiệp Tư Nhân Quảng Hồng,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"2 ấp 8,Tỉnh Lộ 8, TT. Bình Mỹ, H. Củ Chi, Tp. Hồ Chí Minh (TPHCM)",(028) 37106142                                
740,Văn Phòng Đại Diện - Công Ty Shin Young IND,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"43/33 Cộng Hòa, P. 4, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM)",(028) 62939330                                
741,Doanh Nghiệp Tư Nhân Giang Hải,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Phú Yên,"153 Lê Lợi, Tp. Tuy Hòa, Phú Yên",(0257) 3824134                                 
742,Đại Vọng Việt Nam - Công Ty TNHH Thương Mại Dịch Vụ Đại Vọng Việt Nam,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"L20 Khu Miếu Nổi, P. 3, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM)",(028) 35170324                                
743,Công Ty Lục Nhân Hữu Hạn Điện Cơ,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Đồng Nai,"Khu Công Nghiệp Hố Nai, Lô 9-11,H. Trảng Bom, Đồng Nai",(0251) 3984211                                 
744,Phúc Anh - Công Ty TNHH Thương Mại Dịch Vụ & Du Lịch Phúc Anh,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"14 Đường 2,Cư Xá Lữ Gia, P. 15, Q. 11, Tp. Hồ Chí Minh (TPHCM)",(028) 38661943                                
745,Cửa Hàng Aphua Phụ Tùng Xe Ô Tô,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"5 Thái Phiên, P. 16, Q. 11, Tp. Hồ Chí Minh (TPHCM)",(028) 39690697                                
746,Chế Trường Sơn - Công Ty TNHH Một Thành Viên Chế Trường Sơn,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"74/47 Hẻm 249,Tân Kỳ Tân Quý, P. Tân Sơn Nhì, Q. Tân Phú, Tp. Hồ Chí Minh (TPHCM)",(028) 38120239                                
747,Việt Ô Tô - Công Ty TNHH Việt Ô Tô,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"17/2 Nguyễn Hữu Cảnh, P. 22, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM)",(028) 62945656                                
748,Đại Việt - Công Ty TNHH Phát Triển Công Nghệ & Thương Mại Đại Việt,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"B3 X. Cổ Nhuế, H. Từ Liêm, Hà Nội",(024) 37541681                                
749,Công Ty TNHH YazaKi Eds Việt Nam,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Bình Dương,"Khu Phố Thống Nhất 1, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",(0274) 3752590                                 
750,Hoàng An - Công Ty TNHH Công Thương Hoàng An,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"2 Ngõ 283,Trần Khát Chân, Q. Hai Bà Trưng, Hà Nội",(024) 39724835                                
751,Công Ty TNHH Xuất Nhập Khẩu Thái Bình,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hưng Yên,"196, Nhân Hòa, Mỹ Hào, Hưng Yên",(0221) 3952176                                 
752,Doanh Nghiệp Tư Nhân Quốc Khoa,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"300 Điện Biên Phủ, P. 22, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM)",(028) 35123235                                
753,Công Ty TNHH Thương Mại Dịch Vụ Kỹ Thuật Hoàn Thạch,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Đồng Nai,"527 Tỉnh Lộ 767, Ấp An Chu, X. Bắc Sơn, H. Trảng Bom, Đồng Nai",(0251) 3869616                                 
754,Cửa Hàng Thuận Thành Phụ Tùng Ô Tô,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"16 Thái Phiên, P. 16, Q. 11, Tp. Hồ Chí Minh (TPHCM)",(028) 39603586                                
755,Gamma - Công Ty Cổ Phần Kỹ Nghệ Gamma,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Tầng9, 299 Tòa Nhà CTM,Cầu Giấy, Q. Cầu Giấy, Hà Nội",(024) 22201688                                
756,Quốc Tế Khang Việt - Công Ty Cổ Phần Quốc Tế Khang Việt,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"491 Xa Lộ Hà Nội, P. Linh Trung, Q. Thủ Đức, Tp. Hồ Chí Minh (TPHCM)",(028) 22157878                                
757,Bencom - Công Ty TNHH Thương Mại Bencom,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"11A D74 Ngách 379 Ngõ 22,Văn Cao, Q. Ba Đình, Hà Nội",(024) 37612389                                
758,Công Ty TNHH Tân Vĩnh Phúc,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Khánh Hòa,"112 Sinh Trung , P. Vạn Thạnh , TP. Nha Trang, Khánh Hòa",(0258) 3826373                                 
759,Quốc Tế Khang Việt - Công Ty TNHH Thương Mại Xuất Nhập Khẩu Quốc Tế Khang Việt,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"135/17/7 Nguyễn Hữu Cảnh, P. 22, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM)",(028) 62945878                                
760,Cơ Sở Lê Hùng,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"301 Kinh Dương Vương, P. An Lạc, Q. Bình Tân, Tp. Hồ Chí Minh (TPHCM)",(028) 38750304                                
761,Siêu Xe - Công Ty Cổ Phần Siêu Xe,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"2 Trường Sơn, P. 2, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM)",(028) 35470591                                
762,Hong Zheng Việt Nam - Công Ty TNHH Khoa Học Và Kỹ Thuật Hong Zheng Việt Nam,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Đồng Nai,"Khu Công Nghiệp Sông Mây, Đường 7, H. Trảng Bom, Đồng Nai",(0251) 3674987                                 
763,Huy Cường - Công Ty TNHH Huy Cường,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hải Phòng,"8 Lê Thánh Tông, Q. Ngô Quyền, Tp. Hải Phòng",(0225) 3765536                                 
764,Phan Lê - Công Ty TNHH Thương Mại Dịch Vụ Phan Lê,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"36 Nguyễn Cửu Vân, P. 17, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM)",(028) 38403664                                
765,Công Ty Cổ Phần VMC,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"B14-15 (C4-1) Hoàng Văn Thái, TTTM Tài Chính Phú Mỹ Hưng, P. Tân Quý, Q. 7, Tp. Hồ Chí Minh (TPHCM)",(028) 54292246                                
766,TAT - Công Ty Cổ Phần Thương Mại TAT,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"25 Ngõ 90,Khuất Duy Tiến, X. Nhân Chính, Q. Thanh Xuân, Hà Nội",(024) 22143567                                
767,Cơ Sở Tân Hùng,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"119 Kinh Dương Vương, P. 12, Q. 6, Tp. Hồ Chí Minh (TPHCM)",(028) 38751043                                
768,Yuro Vina - Công Ty TNHH Yuro Vina,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Bình Dương,"ấp Ông Đông, X. Tân Hiệp, H. Tân Uyên, Bình Dương",(0274) 3648448                                 
769,Kim Minh Quang - Công Ty TNHH Kim Minh Quang,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"144 Cộng Hòa, P. 12, Q. Tân Bình, Tp. Hồ Chí Minh (TPHCM)",(028) 62936546                                
770,Toyoda Giden Việt Nam - Công Ty TNHH Toyoda Giden Việt Nam,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Khu Công Nghiệp Nội Bài, Lô 40,TT. Sóc Sơn, H. Đông Anh, Hà Nội",(024) 35822102                                
771,Doanh Nghiệp Tư Nhân Quốc Khoa,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"300 Điện Biên Phủ, P. 22, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM)",(028) 35123235                                
772,Cầu Vồng Châu á - Công Ty TNHH Đầu Tư Cầu Vồng Châu á,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"184A Tôn Thất Thuyết, P. 4, Q. 4, Tp. Hồ Chí Minh (TPHCM)",(028) 38259623                                
773,Thanh Long Vĩ - Công Ty TNHH Thanh Long Vĩ,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Bà Rịa-Vũng Tàu,"250 Trương Công Định, P. 3, Tp. Vũng Tàu, Bà Rịa-Vũng Tàu",(0254) 3853748                                 
774,Long Hưng - Công Ty TNHH Long Hưng,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Bà Rịa-Vũng Tàu,"Khu Công Nghiệp Đông Xuyên, Đường 11, P. Rạch Dừa, Tp. Vũng Tàu, Bà Rịa-Vũng Tàu",(0254) 3614168                                 
775,Chế Trường Sơn - Công Ty TNHH Một Thành Viên Chế Trường Sơn,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"74/47 Hẻm 249,Tân Kỳ Tân Quý, P. Tân Sơn Nhì, Q. Tân Phú, Tp. Hồ Chí Minh (TPHCM)",(028) 38120239                                
776,Showroom Ô Tô Mazda Bến Thành,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"72 Trần Đình Xu, P. Cô Giang, Q.1, Tp. Hồ Chí Minh (TPHCM)",909313711                               
777,Cửa Hàng Cường Thành,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"655 Kinh Dương Vương, Khu Phố 1, P. An Lạc, Q. Bình Tân, Tp. Hồ Chí Minh (TPHCM)",(028) 37523445                                
778,Cơ Sở Văn Đính Vỏ Ruột Xe,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"586 Hồng Bàng, P. 16, Q. 11, Tp. Hồ Chí Minh (TPHCM)",(028) 39604420                                
779,Doanh Nghiệp Tư Nhân Chi Đức,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Đồng Nai,"433 Tổ 1,Khu Phố 5, P. Long Bình, Tp. Biên Hòa, Đồng Nai",(0251) 3995009                                 
780,Toàn Thắng - Công Ty TNHH Ô Tô Toàn Thắng,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"284/7/1 Lý Thường Kiệt, P. 14, Q. 5, Tp. Hồ Chí Minh (TPHCM)",(028) 62647582                                
781,Vũ Thịnh - Công Ty TNHH Vũ Thịnh,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Đà Nẵng,"Quốc Lộ 1A, Thôn Phong Nam,X. Hòa Châu, H. Hòa Vang, Tp. Đà Nẵng",(0236) 3730218                                 
782,Bảo Khuyên - Chi Nhánh Công Ty TNHH Phụ Tùng & Nội Thất Ô Tô Bảo Khuyên,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"313 Trần Bình Trọng, P. 4, Q. 5, Tp. Hồ Chí Minh (TPHCM)",(028) 38354739                                
783,Công Ty TNHH Phụ Tùng Ô Tô Việt Nam,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Bình Dương,"ấp Bình Thuận 2, Xã Thuận Giao, Huyện Thuận An, Bình Dương",(0274) 3719150                                 
784,Cửa Hàng Tân Thiên Sanh Phụ Tùng Ô Tô,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"52 Thái Phiên, P. 16, Q. 11, Tp. Hồ Chí Minh (TPHCM)",(028) 39690492                                
785,Hoành Sơn - Công Ty TNHH Hoành Sơn,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Bình Dương,"Xã Tân Lập,ấp 2, H. Tân Uyên, Bình Dương",(0274) 3685061                                 
786,Công ty Ô Tô Hyundai Motor VN,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"Thủ Đức, Tp. Hồ Chí Minh (TPHCM)",(028)                                         
787,Đức Độ - Công Ty TNHH Thương Mại & Dịch Vụ Đức Độ,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Đà Nẵng,"27 Nguyễn Tri Phương, Q. Thanh Khê, Tp. Đà Nẵng",(0236) 3653169                                 
788,Anh Sơn - Công Ty TNHH Thương Mại & Dịch Vụ Anh Sơn,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"6/51 Đường 3 Tháng 2, P. 12, Q. 10, Tp. Hồ Chí Minh (TPHCM)",(028) 38632609                                
789,Âu Châu - Công Ty Cổ Phần Ô Tô (BMW) Âu Châu,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"165 Pasteur, P. 6, Q. 3, Tp. Hồ Chí Minh (TPHCM)",(028) 38207799                                
790,Việt Xuân - Công Ty TNHH Đầu Tư & Phát Triển Việt Xuân,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"1B Yên Thế, Q. Đống Đa, Hà Nội",(024) 38431169                                
791,Nhật Hàn - Công Ty TNHH Thương Mại Nhật Hàn,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"73 Ngô Gia Tự, Q. Long Biên, Hà Nội",(024) 38273676                                
792,Công Ty TNHH YazaKi Eds Việt Nam,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Bình Dương,"Khu Phố Thống Nhất 1, Phường Dĩ An, Thị xã Dĩ An, Bình Dương",(0274) 3752590                                 
793,Doanh Nghiệp Tư Nhân Quảng Hồng,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"2 ấp 8,Tỉnh Lộ 8, TT. Bình Mỹ, H. Củ Chi, Tp. Hồ Chí Minh (TPHCM)",(028) 37106142                                
794,Ohara - Công Ty TNHH Plastics Việt Nam Ohara,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Hà Nội,"Khu Công Nghiệp Thăng Long, Lô B 11/12, H. Đông Anh, Hà Nội",(024) 38813252                                
795,Wansing Radiator - Công Ty TNHH Wansing Radiator,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Bình Dương,"Khu Công Nghiệp Sóng Thần 2, 6 Lo D,Đường Số 26, H. Dĩ An, Bình Dương",(0274) 3731016                                 
796,Công Ty TNHH Exedy Việt Nam,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Vĩnh Phúc,"Khu CN Khai Quang, TX. Vĩnh Yên, Vĩnh Phúc",(0211) 3721252                                 
797,Cửa Hàng Minh Trí Phụ Tùng Ô Tô,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"186 Quốc Lộ 13, P. 25, Q. Bình Thạnh, Tp. Hồ Chí Minh (TPHCM)",(028) 62948929                                
798,Doanh Nghiệp Tư Nhân Anh Tường,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Đà Nẵng,"116 Triệu Nữ Vương, Q. Hải Châu, Tp. Đà Nẵng",(0236) 3865012                                 
799,Cửa Hàng Du Ha,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"60 Phó Đức Chính, P. Nguyễn Thái Bình, Q. 1, Tp. Hồ Chí Minh (TPHCM)",(028) 39141939                                
800,Doanh Nghiệp Tư Nhân Cơ Khí Đề Thám,"Phụ Tùng Ô Tô, Phụ Tùng Xe Hơi",Tp. Hồ Chí Minh (TPHCM),"77 Ký Con, P. Nguyễn Thái Bình, Q. 1, Tp. Hồ Chí Minh (TPHCM)",(028) 38213066                                
