,Name,Nganh,Dia Chi,Phone,Province
347,Care,Cho Thuê Xe Du Lịch," 16D Khu Phố Bình Hòa, Phường Lái Thiêu, Thị Xã Thuận An, Bình Dương, Việt Nam",(0274) 6511817,Bình Dương
348,Công Ty Cổ Phần Bigbigtrans,Cho Thuê Xe Du Lịch," Phòng 407-408, lầu 4 Tòa nhà Hải Âu 39D Trường Sơn, P. 4, Q. Tân Bình Tp. Hồ Chí Minh, Việt Nam",(028) 22450751,Hồ Chí Minh
349,Công Ty Cổ Phần Dịch Vụ Du Lịch Chơn Thành,Cho Thuê Xe Du Lịch," Tổ 6, Ấp 3A, X. Minh Hưng, H. Chơn Thành, Bình Phước, Việt Nam",0902546797,Bình Phước
350,Chi Nhánh TP. HCM,Cho Thuê Xe Du Lịch," 57 Hồ Tùng Mậu, Phường Bến Nghé, Quận 1, Tp. Hồ Chí Minh, Việt Nam",07 0481 0481 -  0931 011 011,Hồ Chí Minh
351,Công Ty CP Quy Nhơn Bay,Cho Thuê Xe Du Lịch," Số 692/22  Trần Hưng Đạo , Phường Đống Đa , Thành Phố Quy Nhơn Bình Định, Việt Nam",0969404143,Bình Định
352,Công Ty CP TM Và Du Lịch Kim Đại Dương,Cho Thuê Xe Du Lịch," Số 15, Ngõ Tức Mạc, Đường Trần Hưng Đạo, Q. Hoàn Kiếm, Hà Nội, Việt Nam",(024) 37476162,Hà Nội
353,Công ty TNHH Vận Tải-Thương Mại-Dịch Vụ Nam Trung Bắc,Cho Thuê Xe Du Lịch," 437 Lạc Long Quân, P. 5, Q. 11, Tp. Hồ Chí Minh, Việt Nam",(024) 39753530,Hồ Chí Minh
354,Công Ty TNHH Vận Chuyển Du Lịch Thương Mại Trường Vũ,Cho Thuê Xe Du Lịch," 911-917 Nguyễn Trãi, P. 14, Q. 5 Tp. Hồ Chí Minh, Việt Nam",(028) 35059659,Hồ Chí Minh
355,Công Ty Cổ Phần Tập Đoàn Nam Phong,Cho Thuê Xe Du Lịch," Xuân Lâm, Thuận Thành, Bắc Ninh, Việt Nam",093 905 6888,Bắc Ninh
356,Công Ty TNHH Vận Tải Và Du Lịch Đông Nam,Cho Thuê Xe Du Lịch," Số 14 Sông Thao, P. 2, Q. Tân Bình, Tp. Hồ Chí Minh, Việt Nam",(028) 66806200,Hồ Chí Minh
357,Công Ty CP Đầu Tư Du Lịch Toàn Cầu,Cho Thuê Xe Du Lịch," 256 Nguyễn Khoái, P. Thanh Lương, Q. Hai Bà Trưng, Hà Nội, Việt Nam",(024) 39948904,Hà Nội
358,Công Ty TNHH Dịch Vụ Bảo Vệ Và Thu Hồi Nợ Dương Kim Long,Cho Thuê Xe Du Lịch," Ấp Bình Minh, X. Bình Châu, H. Xuyên Mộc, Bà Rịa-Vũng Tàu, Việt Nam",0972898952,Bà Rịa-Vũng Tàu
359,Công Ty TNHH Du Lịch Và DV Bầu Trời Mới,Cho Thuê Xe Du Lịch," VPGD 1: 265 Trần Phú, Q. Hải Châu, Tp. Đà Nẵng, Việt Nam",(0236) 3565652,Đà Nẵng
360,Cho Thuê Xe Máy Đà Nẵng Sơn Trà,Cho Thuê Xe Du Lịch," K92/19 Thi Sách, Hòa Thuận Tây, Tp. Đà Nẵng, Việt Nam",0977000744,Đà Nẵng
361,Thuê Xe Du Lịch Đông Nam,Cho Thuê Xe Du Lịch,"  Số 08 Ngách 35 - 37/01 Phố Đại La, P. Trương Định, Q. Hai Bà Trưng, Hà Nội, Việt Nam",36280857,Hà Nội
362,Công Ty TNHH Du Lịch Quảng Nam,Cho Thuê Xe Du Lịch,"  Số 215 Nguyễn Phong Sắc, Phượng Mao, Quế Võ, Bắc Ninh, Việt Nam",0968 977 123 -  0922 56 56 58,Bắc Ninh
363,Công Ty TNHH Du Lịch Quốc Tế ánh Sao Mới,Cho Thuê Xe Du Lịch," Số 222 Đường Tam Bình, Phường Tam Phú, Quận Thủ Đức, Tp. Hồ Chí Minh, Việt Nam",0906642919,Hồ Chí Minh
364,Công Ty TNHH TM DV Du Lịch Nhật Phong Travel,Cho Thuê Xe Du Lịch," 90 Trần Quang Diệu, P. An Sơn, TP. Tam Kỳ, Quảng Nam, Việt Nam",(0235) 3603868 -  0917474669 -  0917437669,Quảng Nam
365,Công Ty TNHH Thương Mại và Dịch Vụ Du Lịch Zonitrip,Cho Thuê Xe Du Lịch," Số 365 - Bạch Đằng - Hoàn Kiếm Hà Nội 86 Đàm Quang Trung, Q. Long Biên, Hà Nội, Việt Nam",(024) 39981323,Hà Nội
366,Công Ty TNHH TM DV DL Bảo Gia Trần,Cho Thuê Xe Du Lịch," 31C TT Bình Đại, H. Bình Đại, Bến Tre, Việt Nam",0944080963,Bến Tre
367,Công Ty TNHH Thương Mại Du Lịch Hoàng Long,Cho Thuê Xe Du Lịch," 246 Lê Hồng Phong, TP. Yên Bái, Yên Bái, Việt Nam",0389927861,Yên Bái
368,Công ty TNHH Vận Tải Phương Long Nội Bài,Cho Thuê Xe Du Lịch," 80 Bàu Cát 2, P.12, Q.Tân Bình, Tp. Hồ Chí Minh, Việt Nam",(028)71097999,Hồ Chí Minh
369,Công Ty Thương Mại Và Dịch Vụ Du Lịch Bắc á,Cho Thuê Xe Du Lịch," Số 140 Đường Nguyễn Khuyến, P. Xương Giang, TP. Bắc Giang, Bắc Giang, Việt Nam",(0204) 3828959 -  0936 868 963,Bắc Giang
370,Công Ty TNHH Đặt Xe Việt ATV,Cho Thuê Xe Du Lịch," Ngũ Hiệp, Thanh Trì, Hà Nội, Việt Nam",(024) 39111777,Hà Nội
371,Dịch Vụ Cho Thuê Xe Giá Rẻ Đăng Khoa,Cho Thuê Xe Du Lịch," Biệt Thự 0V18.10 Khu Đô Thị Viglacera, Q. Nam Từ Liêm, Hà Nội, Việt Nam",(024) 37336500,Hà Nội
372,Công Ty TNHH TM DV Vận Tải Du Lịch Hoàng Minh Trí,Cho Thuê Xe Du Lịch," Số 638 Kim Mã, P. Ngọc Khánh, Q. Ba Đình, Hà Nội, Việt Nam",0983188638,Hà Nội
373,Công Ty TNHH Minh Phong,Cho Thuê Xe Du Lịch," Số 128, Đường Lý Thái Tổ, P. Mỹ Long, Tp. Long Xuyên, An Giang, Việt Nam",0941 550 180,An Giang
374,Công  Ty Cổ Phần  DV TM Và Du Lịch  YoLo,Cho Thuê Xe Du Lịch," 216 Nguyễn Hồng Đào, P. 14, Q. Tân Bình, Tp. Hồ Chí Minh, Việt Nam",(028) 39722363,Hồ Chí Minh
375,Công Ty TNHH Phát Triển TM Và DV Du Lịch Nhà Việt,Cho Thuê Xe Du Lịch," Số 7 Cô Bắc, Nha Trang, Khánh Hòa, Việt Nam",(0258) 3514924,Khánh Hòa
376,Công Ty TNHH MTV Tuấn Việt Nhất,Cho Thuê Xe Du Lịch," Phòng 702, Toà Nhà Thành Công, Số 57, Láng Hạ, Ba Đình, Hà Nội, Việt Nam",(024) 35668616,Hà Nội
377,Công Ty TNHH TM Và Du Lịch Sinh Thái Biển,Cho Thuê Xe Du Lịch," Tầng 5, 152 Phó Đức Chính, P. Trúc Bạch, Q. Ba Đình, Hà Nội, Việt Nam",(024) 22113535,Hà Nội
378,Công Ty TNHH Thương Mại Và Du Lịch Hanoi Newtour,Cho Thuê Xe Du Lịch," 24N/6 KP Bình Đáng, P. Bình Hòa, TP. Thuận An, Bình Dương, Việt Nam",0988 190 678 -  0932 968 678,Bình Dương
379,Dịch Vụ Du Lịch Nguyên Khang,Cho Thuê Xe Du Lịch," Số 12E Hồ Tùng Mậu, Q. Cầu Giấy, Hà Nội, Việt Nam",(024) 66801521,Hà Nội
380,Công Ty Du Lịch Thắng Vinh,Cho Thuê Xe Du Lịch," Số 88, Tổ 12, P. Long Biên, Q. Long Biên, Hà Nội, Việt Nam",(024) 36700566,Hà Nội
381,Công Ty Cổ Phần Phú Mỹ Phát,Cho Thuê Xe Du Lịch," 218 QL20, Gia Tân 2, Thống Nhất, Đồng Nai, Việt Nam",0982544088,Đồng Nai
382,Công Ty TNHH Quy Nhơn Teambuilding,Cho Thuê Xe Du Lịch," Khu Đô Thị Sinh Thái Hòa Xuân, Q. Cẩm Lệ, Tp. Đà Nẵng, Việt Nam",0935595857,Đà Nẵng
383,Công Ty Dịch Vụ Xứ Nẫu,Cho Thuê Xe Du Lịch," 495 Nguyễn Hữu Thọ, P. Khuê Trung, Q. Cẩm Lệ, Tp. Đà Nẵng, Việt Nam",0904402402,Đà Nẵng
384,Công Ty TNHH Tân Thời,Cho Thuê Xe Du Lịch," Toà nhà số 58 Nguyễn Đình Thụ, P. Nguyễn Văn Cừ, Tp. Quy Nhơn, Bình Định, Việt Nam",0367931692,Bình Định
385,Công Ty TNHH Du Lịch Và Giải Trí Phú An,Cho Thuê Xe Du Lịch," 61 Nguyễn Lữ, Ngô Mây, Thành Phố Qui Nhơn, Bình Định, Việt Nam",0935995388,Bình Định
386,Công Ty TNHH Thương Mại Và Dịch Vụ Kha Trần,Cho Thuê Xe Du Lịch," 23 Thích Quảng Đức, Phường Tân An, Thành Phố Hội An, Quảng Nam, Việt Nam",0984257777,Quảng Nam
387,Công Ty TNHH Dịch Vụ Lữ Hành Phong Nha Tourist,Cho Thuê Xe Du Lịch," 912 Nơ 4B, Bán Đảo Linh Đàm, Q. Hoàng Mai, Hà Nội, Việt Nam",(024) 36417688,Hà Nội
388,Công Ty TNHH TM Và DV Linh Việt Travel,Cho Thuê Xe Du Lịch ," F50 Đường Số 6, Khu An Cựu City, P. An Đông, TP. Huế, Thừa Thiên Huế, Việt Nam",(0234) 3936769 -  Hotline: 0376706789,Thừa Thiên Huế
389,Doanh Nghiệp Tư Nhân Trần Thanh Quang,Cho Thuê Xe Du Lịch," 104 Nguyễn Văn Cừ, P. Nam Lý, TP. Đồng Hới, Quảng Bình, Việt Nam",0987503456,Quảng Bình
390,Công Ty TNHH Liên Doanh Quốc Tế DNT,Cho Thuê Xe Du Lịch," 08 Đường Huỳnh Tấn Phát, Khu Phố 5, P. Mũi Né, TP. Phan Thiết, Bình Thuận, Việt Nam",0907777356 -  0327777356 -  0946393388,Bình Thuận
391,Công Ty Cổ Phần Hoàng Gia BN,Cho Thuê Xe Du Lịch ," Số 18, Khu TĐC X2A Yên Sở, P. Yên Sở, Q. Hoàng Mai, Hà Nội, Việt Nam",(024) 35666722,Hà Nội
392,Công Ty TNHH Havana Travel Việt Nam,Cho Thuê Xe Du Lịch," Số 24, tổ 13, ngõ 640/41 Nguyễn Văn Cừ, P. Gia Thụy, Q. Long Biên, Hà Nội, Việt Nam",(024) 32012496,Hà Nội
393,Doanh Nghiệp Tư Nhân Thương Mại Du Lịch Huỳnh Như,Cho Thuê Xe Du Lịch," 35 Ngô Gia Tự, P. 2, Q. 10, Tp. Hồ Chí Minh, Việt Nam",(028) 38320099,Hồ Chí Minh
394,Trạm Điều Hành Xe Du Lịch Đông Phương,Cho Thuê Xe Du Lịch," E03, 518 Võ Văn Kiệt, P. Cầu Kho, Q1, Tp. Hồ Chí Minh, Việt Nam",(028) 38389459,Hồ Chí Minh
395,GREENLOTUSTRAVEL,Cho Thuê Xe Du Lịch," Phòng 1605 -N03A, Tòa Nhà Newhorizon 87 Lĩnh Nam, Q. Hoàng Mai, Hà Nội, Việt Nam",(024) 37475728,Hà Nội
396,Công Ty TNHH TM Và Du Lịch GoAsiaDayTrip Quốc Tế,Cho Thuê Xe Du Lịch," Số 12A06/14, Tầng 137 Nguyễn Ngọc Vũ, Q. Cầu Giấy, Hà Nội, Việt Nam",(024) 62518080 -  0941 618 080,Hà Nội
397,Công Ty Đại Tân (TNHH),Cho Thuê Xe Du Lịch," Lô II-6.1, KCN Quế Võ II, Ngọc Xá, Quế Võ, Bắc Ninh, Việt Nam",0969 017 017 -  0981 252 813,Bắc Ninh
398,Công Ty TNHH MTV Nguyên Ngọc,Cho Thuê Xe Du Lịch," Số 53 Trần Hưng Đạo, P. Đại Phúc, TP. Bắc Ninh, Bắc Ninh, Việt Nam",0936936650,Bắc Ninh
399,Công Ty TNHH TRUST POWER,Cho Thuê Xe Du Lịch," 232 Lê Văn Lương. P. Tân Hưng, Q.7 Tp. Hồ Chí Minh, Việt Nam",0901370707,Hồ Chí Minh
400,Công Ty TNHH Mioto Việt Nam,Cho Thuê Xe Du Lịch," 305/4 Lê Văn Sỹ, P. 1, Q. Tân Bình, Tp. Hồ Chí Minh, Việt Nam",Hotline: (028) 22538937,Hồ Chí Minh
401,Công Ty CP Hành Trình Xanh,Cho Thuê Xe Du Lịch," 102 Trần Lựu, P. Hòa Xuân, Q. Cẩm Lệ, Tp. Đà Nẵng, Việt Nam",(0236) 3699906,Đà Nẵng
402,Công Ty TNHH 9 Rồng,Cho Thuê Xe Du Lịch," 30B Đường Vành Đai Phi Trường, P. An Thới, Q. Bình Thủy, Tp. Cần Thơ, Việt Nam",(0292) 3767224,Cần Thơ
403,Công Ty TNHH MTV Phú Thiện Hưng,Cho Thuê Xe Du Lịch," Số 222 Điện Biên Phủ, P. Chính Giáng, Q. Thanh Khê, Tp. Đà Nẵng, Việt Nam",(0236) 6557559,Điện Biên
404,Công Ty TNHH Vận Tải Và Du Lịch Anh Vũ,Cho Thuê Xe Du Lịch," 973 Ngô Gia Tự , Tổ 10, P. Đức Giang, Q. Long Biên, Hà Nội, Việt Nam",0982573898,Hà Nội
405,Công Ty CP Đầu Tư TM Và Du Lịch Tuấn Minh,Cho Thuê Xe Du Lịch," X4, Phú Đô, X. Mễ Trì, H. Từ Liêm, Hà Nội, Việt Nam",(024) 66806555,Hà Nội
406,Công Ty Visa King,Cho Thuê Xe Du Lịch," Số 236 Nguyễn Thái Bình, P. 12, Q. Tân Bình, Tp. Hồ Chí Minh, Việt Nam",0907886889,Thái Bình
407,BNT Travel,Cho Thuê Xe Du Lịch," Số 35 Bà Triệu, TP. Huế Thừa Thiên Huế, Việt Nam",0984859723,Thừa Thiên Huế
408,Công Ty TNHH Thương Mại Dịch Vụ Phú Lộc,Cho Thuê Xe Du Lịch," 362 Quang Trung, Phú Hải, Đồng Hới, Quảng Bình, Việt Nam",0937729998,Quảng Bình
409,Công Ty TNHH Vận Tải Và Du Lịch Xe Sài Gòn,Cho Thuê Xe Du Lịch," 104 Bùi Đình Tuý, P.12, Q. Bình Thạnh, Tp. Hồ Chí Minh, Việt Nam",0826204060,Hồ Chí Minh
410,Doanh Nghiệp Tư Nhân Huỳnh Đạt,Cho Thuê Xe Du Lịch," 78 Hùng Vương, P. 9, Q. 5, Tp. Hồ Chí Minh, Việt Nam",(028) 38355403,Hồ Chí Minh
411,Công Ty TNHH MTV Dịch Vụ Và Du Lịch SaiGon Beach Travel,Cho Thuê Xe Du Lịch," 240/1B Thoại Ngọc Hầu, P. Phú Thạnh, Q. Tân Phú, Tp. Hồ Chí Minh, Việt Nam",(028) 39311797,Hồ Chí Minh
412,Công Ty TNHH Du Lịch Atour,Cho Thuê Xe Du Lịch," Số 525/22 Quang Trung, P. 10, Q. Gò Vấp, Tp. Hồ Chí Minh, Việt Nam",(028) 35891018,Hồ Chí Minh
413,Dịch vụ cho thuê xe máy tại Đà Nẵng Giá Rẻ Gia Bảo,Cho Thuê Xe Du Lịch," 54 Hoàng Diệu, Quận Hải Châu Tp.Đà Nẵng, Việt Nam",0989 455 572,Đà Nẵng
414,Công Ty CP Du Lịch Hoàng Gia,Cho Thuê Xe Du Lịch," 800 Lạc Long Quân, P. 9, Q. Tân Bình, Tp. Hồ Chí Minh, Việt Nam",(028) 38123999,Hồ Chí Minh
415,Công Ty CP Du Lịch Lữ Hành Non Nước Việt,Cho Thuê Xe Du Lịch," 14/32/72 Đờng 53, P. 14, Q. Gò Vấp Tp. Hồ Chí Minh, Việt Nam",(028) 62609547,Hồ Chí Minh
416,Công Ty TNHH Du Thuyền Bhaya,Cho Thuê Xe Du Lịch," Tổ 2, Khu 7, Đường Cái Dăm, Bãn Cháy, Hạ Long, Quảng Ninh, Việt Nam",(0203) 3846099,Quảng Ninh
417,Công Ty TNHH Thương Mại Và Dịch Vụ Du Lịch Thảo My,Cho Thuê Xe Du Lịch," 440/1B, Phan Văn Trị, Phường 7, Quận 5, Tp. Hồ Chí Minh, Việt Nam",0903705493,Hồ Chí Minh
418,Công Ty TNHH TM DV Du Lịch Lúa Vàng,Cho Thuê Xe Du Lịch," 198 Nguyễn Văn Cừ, An Hòa, Ninh Kiều, TP. Cần Thơ, Việt Nam",(0292) 6257676,Cần Thơ
419,Mũi Né Discovery Tour,Cho Thuê Xe Du Lịch," Đức Long, TP. Phan Thiết, Bình Thuận, Việt Nam",0902859777,Bình Thuận
420,Công Ty Du Lịch Hòa Thảo,Cho Thuê Xe Du Lịch," Số 30 Hà Chương, Phường Phước Mỹ, Quận Sơn Trà, Tp. Đà Nẵng, Việt Nam",0905927792,Đà Nẵng
421,Xe Du Lịch Việt Chung,Cho Thuê Xe Du Lịch," Thái Phù, Mai Đình, Sóc Sơn, Hà Nội, Việt Nam",0968116565,Hà Nội
422,Công Ty TNHH TM DV Du Lịch Hành Trình Sống Động,Cho Thuê Xe Du Lịch," 91/232 Cao Lỗ, P. 4, Q. 8, Tp. Hồ Chí Minh, Việt Nam",(028) 62719325,Hồ Chí Minh
423,Công Ty TNHH Thương Mại Dịch Vụ Và Du Lịch Sông Vàng,Cho Thuê Xe Du Lịch," 33/8A Nguyễn Đình Chính, P. 15, Q. Phú Nhuận, Tp. Hồ Chí Minh, Việt Nam",(028) 39955688,Hồ Chí Minh
424,Công Ty CP DV TM Và Du Lịch YoLo – Chi Nhánh Nam Định,Cho Thuê Xe Du Lịch," 188 Hùng Vương, TP Nam Định, Nam Định, Việt Nam",(0228) 3832888,Nam Định
425,Công Ty TNHH Thương Mại Và Phát Triển Du Lịch Phương Anh,Cho Thuê Xe Du Lịch," Số 70, Đường Hoàng Tăng Bí, P. Đức Tháng, Q. Bắc Từ Liêm, Hà Nội, Việt Nam",0978323238,Hà Nội
426,Công ty TNHH Asia Destination,Cho Thuê Xe Du Lịch," 50 Yersin, P.Phương Sài, Tp. Nha Trang, Khánh Hòa, Việt Nam",(0258) 3820120,Khánh Hòa
427,Công Ty TNHH Thương Mại Dịch Vụ Giang Gia,Cho Thuê Xe Du Lịch," Thanh Oai, Hữu Hòa, Thanh Trì, Hà Nội, Việt Nam",0868368979,Hà Nội
428,Dịch Vụ Cho Thuê Xe Máy Sân Bay Phú Quốc,Cho Thuê Xe Du Lịch," Sân Bay Quốc Tế Phú Quốc, Ấp Dương Tơ, X. Dương Tơ, Phú Quốc, Kiên Giang, Việt Nam",0987441799,Kiên Giang
429,Công Ty CP TM Và Du Lịch Tân á Đông,Cho Thuê Xe Du Lịch," 01 Minh khai , P. Ngô Quyền , TP. Bắc Giang , Tỉnh Bắc Giang , Bắc Giang, Việt Nam",(0204) 3828959,Bắc Giang
430,Công Ty TNHH Thương Mại Và Đầu Tư Du Lịch Trang Long,Cho Thuê Xe Du Lịch," Số 271, đường Hoàng Công Chất, P. Phú Diễn, Q. Bắc Từ Liêm, Hà Nội, Việt Nam",(024) 37631361,Hà Nội
431,Công Ty TNHH Thương Mại Và Dịch Vụ Xe Du Lịch ASIA TRANSPORT,Cho Thuê Xe Du Lịch," Số Nhà 6, Ngách 42/85 Bát Khối, P. Long Biên, Q. Long Biên, Hà Nội, Việt Nam",0899162338,Hà Nội
432,Công Ty TNHH Thương Mại Việt Tuấn,Cho Thuê Xe Du Lịch," 81 Bà Triệu, Nguyễn Du, Hà NộiVPGD: Số 52 Hàng Bài, Q. Hoàn Kiếm, Hà Nội, Việt Nam",(024) 39381501,Hà Nội
433,Công Ty TNHH Xây Lắp Và Dịch Vụ Thương Mại Du Lịch Bằng Giang,Cho Thuê Xe Du Lịch," Đội 4, Đông Khê, X. Đan Phượng, H. Đan Phượng, Hà Nội, Việt Nam",0983950921,Hà Nội
434,Công Ty TNHH 115 Thái Bình- Văn Phòng Đại Diện Du Lịch Đại Dương,Cho Thuê Xe Du Lịch," 92 Trần Hưng Đạo, TP Thái Bình, Thái Bình, Việt Nam",(0227) 3649999,Thái Bình
435,Công Ty TNHH TM DV Green Leaf Việt Nam,Cho Thuê Xe Du Lịch," Tòa Nhà Pax Sky, Tầng 10, 51 Nguyễn Cư Trinh, Quận1, Tp. Hồ Chí Minh, Việt Nam",18006300,Hồ Chí Minh
436,Dịch Vụ Trường Vân Cho Thuê Xe,Cho Thuê Xe Du Lịch," 29/1 Quang Trung, P. 10, Q. Gò Vấp, Tp. Hồ Chí Minh, Việt Nam",(028) 35892182,Hồ Chí Minh
437,Doanh Nghiệp Tư Nhân Thu Hiền,Cho Thuê Xe Du Lịch,"  34 Bàu Năng 2, Phường Hoà Minh, Quận Liên Chiểu, Tp. Đà Nẵng, Việt Nam",0934968151,Đà Nẵng
438,Khách Sạn Phương Huy 1 Đà Lạt,Cho Thuê Xe Du Lịch," Số 96B 1/19 Trần phú, P. Lộc Thọ, Nha Trang Khánh Hòa, Việt Nam",(0258) 3521546,Khánh Hòa
439,Công Ty TNHH Thương Mại Dịch Vụ Du Lịch Quốc Khải,Cho Thuê Xe Du Lịch," 125-127 Bùi Thị Xuân, P. 2, Tp. Đà Lạt, Lâm Đồng, Việt Nam",(0263) 3588567,Lâm Đồng
440,Hợp Tác Xã Đồng Tâm Vận Tải Quận 2,Cho Thuê Xe Du Lịch," 27 Nguyễn Hồng Đào, P. 14, Q. Tân Bình, Tp. Hồ Chí Minh, Việt Nam",(028) 38493127,Hồ Chí Minh
441,Dịch Vụ Cho Thuê Xe Hùng,Cho Thuê Xe Du Lịch," 626A Nguyễn Thị Định , Khu Phố 2, P. Thạnh Mỹ Lợi, Q. 2, Tp. Hồ Chí Minh, Việt Nam",(028) 37422782,Hồ Chí Minh
442,Công Ty TNHH Nắng Đà Nẵng,Cho Thuê Xe Du Lịch," 132/42 Đường Hùng Vương, P. Ninh Kiều, TP. Cần Thơ, Việt Nam",(071) 3810267,Cần Thơ
443,Công Ty TNHH Thương Mại Dịch Vụ Du Lịch 777,Cho Thuê Xe Du Lịch," 83 Đinh Công Trứ, Sơn Trà, Tp. Đà Nẵng, Việt Nam",(0236) 3991917,Đà Nẵng
444,Khôi Nguyên Travel,Cho Thuê Xe Du Lịch," 144 Đường số 9, Phường Tân Phú, Quận 7, Tp. Hồ Chí Minh, Việt Nam",0917775560,Hồ Chí Minh
445,Công ty TNHH Du Lịch Thiên Đường Đông Dương,Cho Thuê Xe Du Lịch," 129/11 Lê Hồng Phong, TP. Phan Thiết, Bình Thuận, Việt Nam",0931234339,Bình Thuận
446,Công Ty TNHH MTV Vy Ngô,Cho Thuê Xe Du Lịch," 57 Lương Ngọc Quyến, Hàng Buồm, Hoàn Kiếm, Hà Nội, Việt Nam",(024) 39260651,Hà Nội
447,Công Ty TNHH MTV DV Đại Vương Phát,Cho Thuê Xe Du Lịch," 89 Tố Hữu, P. Trần Phú, TP. Quảng Ngãi Quảng Ngãi, Việt Nam",0935529925,Quảng Ngãi
448,Công Ty TNHH Đầu Tư Và Phát Triển Thương Mại Làng Việt,Cho Thuê Xe Du Lịch," Số 18/11, ấp 1, Xã Hiệp Phước, H. Nhơn Trạch, Đồng Nai, Việt Nam",0909438577,Đồng Nai
449,Công Ty TNHH Du Lịch Dịch Vụ Và Thương Mại Núi San Hô,Cho Thuê Xe Du Lịch," NV1.13, KĐT Chức Năng Tây Mỗ,  Đường Hữu Hưng, P. Tây Mỗ, Q. Nam Từ Liêm Hà Nội, Việt Nam",39976610,Hà Nội
450,Cho Thuê Xe Máy Hà Nội,Cho Thuê Xe Du Lịch," 139 Đường Trần Hưng Đạo, Khu Phố 7, P. Dương Đông, TP. Phú Quốc, 	 Kiên Giang, Việt Nam",0363759280,Kiên Giang
451,Công Ty TNHH Dịch Vụ Du Lịch Minh Khang,Cho Thuê Xe Du Lịch," 63 Nguyễn Khả Trạc, Mai Dịch, Cầu Giấy, Hà Nội, Việt Nam",0966456969,Hà Nội
452,Công Ty TNHH Vận Hành Du Lịch Văn Công,Cho Thuê Xe Du Lịch," 11/5 Đình Phong Phú, Phường Tăng Nhơn Phú B, Quận 9, Tp. Hồ Chí Minh, Việt Nam",0908112101,Hồ Chí Minh
453,Công Ty TNHH Du Lịch Tuấn Cường,Cho Thuê Xe Du Lịch," Phạm Văn Chiêu, Q. Gò Vấp, Tp. Hồ Chí Minh, Việt Nam",0908514116,Hồ Chí Minh
454,Công Ty TNHH DV Nguyễn Transport Travel,Cho Thuê Xe Du Lịch," 82/25B Đinh Tiên Hoàng, P. 1, Q. Bình Thạnh, Tp. Hồ Chí Minh, Việt Nam",0902397678,Hồ Chí Minh
455,Công Ty Cổ Phần Du Lịch Và Dịch Vụ My Way,Cho Thuê Xe Du Lịch," 140/05 Đinh Bộ Lĩnh, P. 26, Q. Bình Thạch, Tp. Hồ Chí Minh, Việt Nam",(028) 36367749,Hồ Chí Minh
456,Mr. Khang,Cho Thuê Xe Du Lịch," Số 16, Ngõ 193/32, Phố Bồ Đề, P. Bồ Đề, Q. Long Biên, Hà Nội, Việt Nam",(024) 62810610,Hà Nội
457,Công Ty CP Quốc Tế MGM,Cho Thuê Xe Du Lịch," KP. 7, Huỳnh Văn Lũy, P. Phú Lợi, TX. Thủ Dầu Một, Bình Dương, Việt Nam",0988623939,Bình Dương
458,Công Ty TNHH Thương Mại Và Du Lịch Ago Tourist,Cho Thuê Xe Du Lịch ," Tầng 46, Bitexco Financial Tower, 02 Hải Triều, P. Bến Nghé, Quận 1, Tp. Hồ Chí Minh, Việt Nam",0963866684,Hồ Chí Minh
459,Công Ty TNHH MTV Dịch Vụ Du Lịch Phước Thông,Cho Thuê Xe Du Lịch," 95 Bắc Đầu, Tp. Đà Nẵng, Việt Nam",(0236) 3.705192,Đà Nẵng
460,Công Ty TNHH Một Thành Viên Ngân Anh Khoa,Cho Thuê Xe Du Lịch," L26 - L27 Đường số 5, KDC Miền Nam, P. Hưng Phú, Q. Cái Răng, TP. Cần Thơ, Việt Nam",0919467077,Cần Thơ
461,Công Ty TNHH Dịch Vụ Du Lịch Thanh Hùng,Cho Thuê Xe Du Lịch," 496/21/6 Hậu Giang, P. 12, Q. 6, Tp. Hồ Chí Minh, Việt Nam",(028) 62756567,Hậu Giang
462,Công Ty TNHH Vận Chuyển Việt Hàn,Cho Thuê Xe Du Lịch," Số 66 Đường 15, P. Bình Chiểu, Q. Thủ Đức, Tp. Hồ Chí Minh, Việt Nam",0933540151,Hồ Chí Minh
463,Công Ty TNHH MTV TMDV Viễn Thông Lưu An,Cho Thuê Xe Du Lịch," Ngã 3 cây Điệp, Đường Lê Hồng Phong, Phường Tân Đông Hiệp, TX Dĩ An, Bình Dương, Việt Nam",(0274) 6545454,Bình Dương
464,Công Ty TNHH XNK Thương Mại Và Du Lịch DIMA TOUR,Cho Thuê Xe Du Lịch," Số 10 Nguyễn Đình Chiểu, P. Hàm Tiến, Tp. Phan Thiết, Bình Thuận, Việt Nam",Hotline: 0936 050 228 -  0168 4500 190,Bình Thuận
465,Công Ty TNHH Thương Mại Và Dịch Vụ Phượng Anh,Cho Thuê Xe Du Lịch," Số 17, Ngách 321/12, Ngõ 321, Phố Vĩnh Hưng, P. Thanh Trì, Q. Hoàng Mai, Hà Nội, Việt Nam",(024) 36466470,Hà Nội
466,Công Ty TNHH Codi Sea,Cho Thuê Xe Du Lịch," 217 Hồ Nghinh, Phước Mỹ, Sơn Trà, Tp. Đà Nẵng, Việt Nam",0927188345,Đà Nẵng
467,Công Ty TNHH Dịch Vụ Và Du Lịch VIETRAPRO,Cho Thuê Xe Du Lịch," Số 20, Tổ 9, P. Mộ Lao, Q. Hà Đông, Hà Nội, Việt Nam",0981553226,Hà Nội
